53.886859;27.621066;АЦ-5-50/2(5337А2);2019-06-24;AM3806-7
53.886859;27.621066;АЦ-5-40(5434);2019-06-24;AO6248-7
53.901748;27.595994;АБР(Крафтер);2019-06-24;AE8619-7
53.901748;27.595994;АЦ-5.0-40(5434ХЗ);2019-06-24;AР5762-7
53.901748;27.595994;АБР(437043);2019-06-24;AI4949-7
53.901748;27.595994;АСА-RW-2(437040);2019-06-24;KI1887-7
53.901748;27.595994;АЛ-30(131);2019-06-24;KC9905
53.901748;27.595994;АВ-7-40(53215);2019-06-24;AB0859-7
53.901748;27.595994;МУ-320-1;2019-06-24;KA2067-7
53.901748;27.595994;ДГ-125;2019-06-24;MA2672
53.887926;27.595778;АЦ-2,5-50(5337А2);2019-06-24;АК2732-7
53.887926;27.595778;АЦ-5,0-50(533702);2019-06-24;АЕ8631-7
53.887926;27.595778;АКТПЛ-24(Mercedec);2019-06-24;АМ8813-7
53.887926;27.595778;АЦ-5,0-40(5434);2019-06-24;АС1626-7
53.887926;27.595778;АГДЗС-(437040);2019-06-24;КI6575-7
53.858198;27.561781;АБР-0,6/100 (5301);2019-06-24;АВ0574-7
53.858198;27.561781;АЦ-5,0-50 (5337А2);2019-06-24;АО3512-7
53.858198;27.561781;АДУ-100(66);2019-06-24;АЕ3980-7
53.858198;27.561781;АЛ-30 (5340);2019-06-24;АС3126-7
53.854932;27.639212;АБР-0,5-0,4(437043);2019-06-24;АК2800-7
53.854932;27.639212;АЦ-5,0-50/4 (530905);2019-06-24;АН9029-7
53.854932;27.639212;АПК-32 (5340В3);2019-06-24;АР0871-7
53.854932;27.639212;АЛ-53 DLK Metz;2019-06-24;4139КА
53.854932;27.639212;АЦ-10,0-40(6317);2019-06-24;AР0982-7
53.892378;27.502866;АБР-0,5-0,4 (IVECO CARGO 130);2019-06-24;АО9341-7
53.892378;27.502866;АЦ-5,0-50 (533702);2019-06-24;АК3796-7
53.892378;27.502866;АЛ-31 (5337);2019-06-24;КЕ6931
53.892378;27.502866;АЦ-5.0-40/4 (5434);2019-06-24;АР0152-7
53.892378;27.502866;Прицеп 5Л94;2019-06-24;1502КВ
53.893158;27.449003;АБР 0,6/100 (5301 ГА);2019-06-24;КЕ9812
53.893158;27.449003;АЦ-5,0-50/4 (530905АС);2019-06-24;АН9028-7
53.893158;27.449003;АЦ-5-50/40 (5337А2);2019-06-24;АК9615-7
53.893158;27.449003;АЛ-30 (131);2019-06-24;АЕ3726-7
